Date,High,Low,Open,Close,Volume,Adj Close
2002-06-19,26.0,23.66666603088379,26.0,23.66666603088379,50556537.0,12.551339149475098
2002-06-20,24.16666603088379,23.333332061767578,23.66666603088379,23.66666603088379,11529540.0,12.551339149475098
2002-06-21,23.66666603088379,23.66666603088379,23.66666603088379,23.66666603088379,0.0,12.551339149475098
2002-06-24,23.66666603088379,23.66666603088379,23.66666603088379,23.66666603088379,0.0,12.551339149475098
2002-06-25,23.0,22.333332061767578,22.66666603088379,22.66666603088379,1614699.0,12.02099895477295
2002-06-26,22.66666603088379,21.16666603088379,22.66666603088379,21.833332061767578,1458000.0,11.579051971435547
2002-06-27,22.833332061767578,22.0,22.0,22.5,8652600.0,11.932611465454102
2002-06-28,23.16666603088379,22.333332061767578,22.66666603088379,23.16666603088379,1888200.0,12.286169052124023
2002-07-01,23.16666603088379,23.0,23.16666603088379,23.16666603088379,4422060.0,12.286169052124023
2002-07-02,23.16666603088379,23.0,23.0,23.0,2591100.0,12.197779655456543
2002-07-03,23.0,22.66666603088379,23.0,22.66666603088379,615600.0,12.02099895477295
2002-07-04,23.0,22.66666603088379,22.66666603088379,22.66666603088379,281700.0,12.02099895477295
2002-07-05,22.66666603088379,22.5,22.66666603088379,22.5,639000.0,11.932611465454102
2002-07-08,22.5,22.333332061767578,22.333332061767578,22.333332061767578,460800.0,11.844223022460938
2002-07-09,22.66666603088379,22.333332061767578,22.66666603088379,22.333332061767578,264600.0,11.844223022460938
2002-07-10,22.333332061767578,22.0,22.333332061767578,22.333332061767578,925200.0,11.844223022460938
2002-07-11,22.333332061767578,22.333332061767578,22.333332061767578,22.333332061767578,676800.0,11.844223022460938
2002-07-12,22.333332061767578,22.0,22.0,22.333332061767578,47115.0,11.844223022460938
2002-07-15,22.333332061767578,21.833332061767578,22.333332061767578,21.833332061767578,2931300.0,11.579051971435547
2002-07-16,22.333332061767578,21.833332061767578,22.0,22.333332061767578,973800.0,11.844223022460938
2002-07-17,22.5,22.333332061767578,22.333332061767578,22.333332061767578,2806371.0,11.844223022460938
2002-07-18,22.5,22.16666603088379,22.5,22.16666603088379,189981.0,11.755830764770508
2002-07-19,21.833332061767578,21.833332061767578,21.833332061767578,21.833332061767578,112500.0,11.579051971435547
2002-07-22,21.833332061767578,20.66666603088379,21.833332061767578,20.66666603088379,544500.0,10.960323333740234
2002-07-23,21.333332061767578,20.333332061767578,21.333332061767578,20.333332061767578,1018800.0,10.783543586730957
2002-07-24,20.0,19.0,20.0,19.0,71100.0,10.076427459716797
2002-07-25,20.16666603088379,19.66666603088379,19.66666603088379,20.16666603088379,2164905.0,10.695155143737793
2002-07-26,19.5,19.333332061767578,19.5,19.333332061767578,129600.0,10.253207206726074
2002-07-29,21.333332061767578,20.16666603088379,20.66666603088379,21.333332061767578,481500.0,11.313881874084473
2002-07-30,21.333332061767578,21.0,21.333332061767578,21.0,2172600.0,11.137103080749512
2002-07-31,21.333332061767578,20.0,21.333332061767578,20.0,214200.0,10.606766700744629
2002-08-01,20.66666603088379,20.0,20.0,20.66666603088379,47700.0,10.960323333740234
2002-08-02,21.0,20.16666603088379,20.16666603088379,20.66666603088379,253980.0,10.960323333740234
2002-08-05,21.0,21.0,21.0,21.0,900.0,11.137103080749512
2002-08-06,20.333332061767578,20.0,20.0,20.0,115200.0,10.606766700744629
2002-08-07,20.333332061767578,20.0,20.333332061767578,20.0,306000.0,10.606766700744629
2002-08-08,20.333332061767578,19.333332061767578,20.333332061767578,19.333332061767578,419400.0,10.253207206726074
2002-08-09,20.0,19.333332061767578,20.0,19.333332061767578,207000.0,10.253207206726074
2002-08-12,19.5,19.333332061767578,19.333332061767578,19.333332061767578,39600.0,10.253207206726074
2002-08-13,19.0,19.0,19.0,19.0,126180.0,10.076427459716797
2002-08-14,19.66666603088379,19.16666603088379,19.5,19.66666603088379,1622700.0,10.429986000061035
2002-08-15,20.0,19.66666603088379,20.0,20.0,3859974.0,10.606766700744629
2002-08-16,20.333332061767578,20.0,20.0,20.0,628623.0,10.606766700744629
2002-08-19,20.333332061767578,20.0,20.0,20.333332061767578,24300.0,10.783543586730957
2002-08-20,21.333332061767578,20.5,20.5,21.333332061767578,355608.0,11.313881874084473
2002-08-21,22.333332061767578,21.0,21.66666603088379,22.0,461250.0,11.667441368103027
2002-08-22,24.16666603088379,22.333332061767578,22.333332061767578,23.833332061767578,781650.0,12.639725685119629
2002-08-23,23.833332061767578,22.66666603088379,23.333332061767578,23.333332061767578,380250.0,12.37455940246582
2002-08-26,23.333332061767578,22.333332061767578,23.16666603088379,22.333332061767578,1065798.0,11.844223022460938
2002-08-27,24.16666603088379,23.66666603088379,24.16666603088379,24.0,4939200.0,12.728120803833008
2002-08-28,24.0,23.5,24.0,23.5,587700.0,12.462949752807617
2002-08-29,23.333332061767578,22.66666603088379,23.333332061767578,22.66666603088379,915480.0,12.02099895477295
2002-08-30,23.0,22.333332061767578,22.66666603088379,23.0,461700.0,12.197779655456543
2002-09-02,22.66666603088379,22.66666603088379,22.66666603088379,22.66666603088379,541800.0,12.02099895477295
2002-09-03,23.333332061767578,23.0,23.0,23.333332061767578,9927.0,12.37455940246582
2002-09-04,21.833332061767578,21.833332061767578,21.833332061767578,21.833332061767578,9000.0,11.579051971435547
2002-09-05,22.333332061767578,22.0,22.0,22.333332061767578,15300.0,11.844223022460938
